EMP_CNTY,RESULT,PERIOD,cfips,result,period,tot_workers,all_salary,avg_salary,decision_dur,naics4
01001,CERTIFIED,2016Q2,01001,CERTIFIED,2016Q2,2.0,62500.0,31250.0,6,3363
01003,CERTIFIED,2015Q2,01003,CERTIFIED,2015Q2,1.0,24980.0,24980.0,6,7225
01003,CERTIFIED,2015Q3,01003,CERTIFIED,2015Q3,1.0,20000.0,20000.0,6,6116
01003,CERTIFIED,2016Q4,01003,CERTIFIED,2016Q4,1.0,38000.0,38000.0,6,2362
01011,CERTIFIED,2015Q2,01011,CERTIFIED,2015Q2,1.0,60008.0,60008.0,6,3312
01011,CERTIFIED,2015Q4,01011,CERTIFIED,2015Q4,1.0,60000.0,60000.0,7,8139
01011,CERTIFIED,2017Q3,01011,CERTIFIED,2017Q3,1.0,22755.0,22755.0,6,5182
01011,WITHDRAWN,2015Q2,01011,WITHDRAWN,2015Q2,1.0,60008.0,60008.0,0,3312
01013,CERTIFIED,2015Q2,01013,CERTIFIED,2015Q2,5.0,339012.0,67802.0,5,3363
01013,CERTIFIED,2015Q4,01013,CERTIFIED,2015Q4,3.0,195424.0,65141.0,5,3363
01013,CERTIFIED,2016Q1,01013,CERTIFIED,2016Q1,1.0,46500.0,46500.0,6,5629
01013,CERTIFIED,2016Q2,01013,CERTIFIED,2016Q2,2.0,77000.0,38500.0,6,3363
01013,CERTIFIED,2017Q2,01013,CERTIFIED,2017Q2,5.0,187000.0,37400.0,4,3363
01013,CERTIFIED,2017Q4,01013,CERTIFIED,2017Q4,1.0,36161.0,36161.0,6,3363
01013,WITHDRAWN,2015Q4,01013,WITHDRAWN,2015Q4,1.0,47424.0,47424.0,0,3363
01015,CERTIFIED,2015Q1,01015,CERTIFIED,2015Q1,1.0,78874.0,78874.0,6,3361
01015,CERTIFIED,2015Q2,01015,CERTIFIED,2015Q2,3.0,132790.0,44263.0,5,6212
01015,CERTIFIED,2015Q4,01015,CERTIFIED,2015Q4,9.0,787254.0,87472.0,5,3362
01015,CERTIFIED,2016Q2,01015,CERTIFIED,2016Q2,2.0,117500.0,58750.0,7,6211
01015,CERTIFIED,2016Q3,01015,CERTIFIED,2016Q3,4.0,356601.0,89150.0,6,6211
01015,CERTIFIED,2016Q4,01015,CERTIFIED,2016Q4,3.0,226189.0,75396.0,6,6211
01015,CERTIFIED,2017Q1,01015,CERTIFIED,2017Q1,2.0,110088.0,55044.0,6,3362
01015,CERTIFIED,2017Q2,01015,CERTIFIED,2017Q2,3.0,239072.0,79690.0,6,6113
01015,CERTIFIED,2017Q3,01015,CERTIFIED,2017Q3,5.0,400459.0,80091.0,5,6113
01015,CERTIFIED,2017Q4,01015,CERTIFIED,2017Q4,5.0,430108.0,86021.0,6,6113
01015,WITHDRAWN,2015Q4,01015,WITHDRAWN,2015Q4,2.0,150315.0,75157.0,1,3362
01017,CERTIFIED,2015Q1,01017,CERTIFIED,2015Q1,5.0,276836.0,55367.0,5,5416
01017,CERTIFIED,2015Q2,01017,CERTIFIED,2015Q2,22.0,895072.0,49726.0,5,5416
01017,CERTIFIED,2015Q3,01017,CERTIFIED,2015Q3,3.0,155756.0,51918.0,6,3363
01017,CERTIFIED,2015Q4,01017,CERTIFIED,2015Q4,4.0,129000.0,43000.0,6,5416
01017,CERTIFIED,2016Q1,01017,CERTIFIED,2016Q1,3.0,72352.0,24117.0,7,3363
01017,CERTIFIED,2016Q2,01017,CERTIFIED,2016Q2,30.0,518407.0,23563.0,5,3363
01017,CERTIFIED,2016Q3,01017,CERTIFIED,2016Q3,6.0,172582.0,28763.0,4,5415
01017,CERTIFIED,2016Q4,01017,CERTIFIED,2016Q4,5.0,136351.0,34087.0,5,5416
01017,CERTIFIED,2017Q1,01017,CERTIFIED,2017Q1,2.0,52836.0,26418.0,6,3363
01017,CERTIFIED,2017Q2,01017,CERTIFIED,2017Q2,32.0,541372.0,24607.0,5,5416
01017,CERTIFIED,2017Q3,01017,CERTIFIED,2017Q3,1.0,29390.0,29390.0,6,3363
01017,CERTIFIED,2017Q4,01017,CERTIFIED,2017Q4,1.0,23500.0,23500.0,6,3363
01017,CERTIFIED,2018Q1,01017,CERTIFIED,2018Q1,3.0,113979.0,37993.0,6,5416
01017,WITHDRAWN,2016Q2,01017,WITHDRAWN,2016Q2,1.0,19760.0,19760.0,0,3363
01017,WITHDRAWN,2017Q2,01017,WITHDRAWN,2017Q2,9.0,251000.0,27888.0,0,5415
01019,CERT-WITHD,2016Q4,01019,CERT-WITHD,2016Q4,1.0,25428.0,25428.0,6,6221
01019,CERTIFIED,2015Q2,01019,CERTIFIED,2015Q2,1.0,41080.0,41080.0,6,6221
01019,CERTIFIED,2016Q2,01019,CERTIFIED,2016Q2,1.0,22880.0,22880.0,6,6221
01019,CERTIFIED,2016Q4,01019,CERTIFIED,2016Q4,3.0,188880.0,62960.0,6,6211
01019,CERTIFIED,2017Q2,01019,CERTIFIED,2017Q2,1.0,22880.0,22880.0,6,6221
01019,CERTIFIED,2018Q1,01019,CERTIFIED,2018Q1,2.0,149100.0,74550.0,4,6221
01021,CERTIFIED,2015Q1,01021,CERTIFIED,2015Q1,1.0,56707.0,56707.0,7,6113
01021,CERTIFIED,2015Q2,01021,CERTIFIED,2015Q2,3.0,178000.0,59333.0,6,3371
01025,CERTIFIED,2016Q3,01025,CERTIFIED,2016Q3,1.0,36202.0,36202.0,6,7211
01025,CERTIFIED,2017Q2,01025,CERTIFIED,2017Q2,3.0,121253.0,40417.0,4,6213
01027,CERTIFIED,2015Q2,01027,CERTIFIED,2015Q2,1.0,40000.0,40000.0,4,6113
01027,CERTIFIED,2016Q4,01027,CERTIFIED,2016Q4,1.0,25000.0,25000.0,4,6113
01027,CERTIFIED,2017Q2,01027,CERTIFIED,2017Q2,1.0,21250.0,21250.0,6,6113
01031,CERTIFIED,2015Q2,01031,CERTIFIED,2015Q2,2.0,190000.0,95000.0,6,3363
01031,CERTIFIED,2015Q3,01031,CERTIFIED,2015Q3,1.0,65000.0,65000.0,6,3363
01031,CERTIFIED,2016Q2,01031,CERTIFIED,2016Q2,4.0,163442.0,40860.0,6,3363
01031,DENIED,2015Q3,01031,DENIED,2015Q3,1.0,65000.0,65000.0,5,3363
01033,CERTIFIED,2015Q2,01033,CERTIFIED,2015Q2,2.0,170100.0,85050.0,6,3313
01033,CERTIFIED,2015Q3,01033,CERTIFIED,2015Q3,6.0,1965000.0,327500.0,6,6211
01033,CERTIFIED,2015Q4,01033,CERTIFIED,2015Q4,1.0,176128.0,176128.0,7,6221
01033,CERTIFIED,2016Q1,01033,CERTIFIED,2016Q1,1.0,167864.0,167864.0,7,6211
01033,CERTIFIED,2017Q2,01033,CERTIFIED,2017Q2,3.0,99420.0,33140.0,6,3313
01033,WITHDRAWN,2015Q3,01033,WITHDRAWN,2015Q3,3.0,873000.0,291000.0,0,6211
01033,WITHDRAWN,2017Q2,01033,WITHDRAWN,2017Q2,1.0,42000.0,42000.0,0,3313
01035,CERTIFIED,2015Q2,01035,CERTIFIED,2015Q2,8.0,379746.0,47468.0,6,5611
01035,CERTIFIED,2015Q4,01035,CERTIFIED,2015Q4,1.0,47000.0,47000.0,8,5412
01035,CERTIFIED,2016Q2,01035,CERTIFIED,2016Q2,9.0,323225.0,35913.0,6,5611
01035,CERTIFIED,2016Q4,01035,CERTIFIED,2016Q4,1.0,25000.0,25000.0,6,5412
01035,CERTIFIED,2017Q2,01035,CERTIFIED,2017Q2,15.0,260695.0,21724.0,6,3363
01035,CERTIFIED,2017Q3,01035,CERTIFIED,2017Q3,1.0,26500.0,26500.0,6,3361
01035,CERTIFIED,2017Q4,01035,CERTIFIED,2017Q4,4.0,160352.0,40088.0,6,5412
01035,DENIED,2016Q2,01035,DENIED,2016Q2,1.0,46000.0,46000.0,4,5611
01037,CERTIFIED,2017Q2,01037,CERTIFIED,2017Q2,1.0,20852.0,20852.0,6,4249
01039,CERTIFIED,2015Q2,01039,CERTIFIED,2015Q2,1.0,38106.0,38106.0,6,5419
01039,CERTIFIED,2016Q2,01039,CERTIFIED,2016Q2,2.0,41547.0,20773.0,4,3363
01039,CERTIFIED,2017Q2,01039,CERTIFIED,2017Q2,1.0,39998.0,39998.0,6,3363
01039,CERTIFIED,2017Q3,01039,CERTIFIED,2017Q3,1.0,23441.0,23441.0,6,3363
01041,CERTIFIED,2015Q1,01041,CERTIFIED,2015Q1,3.0,186372.0,62124.0,6,3363
01041,CERTIFIED,2015Q2,01041,CERTIFIED,2015Q2,10.0,511204.0,51120.0,4,3363
01041,CERTIFIED,2015Q3,01041,CERTIFIED,2015Q3,1.0,40000.0,40000.0,6,3363
01041,CERTIFIED,2015Q4,01041,CERTIFIED,2015Q4,2.0,98000.0,49000.0,5,3363
01041,CERTIFIED,2016Q2,01041,CERTIFIED,2016Q2,6.0,150220.0,25036.0,6,3363
01041,CERTIFIED,2016Q3,01041,CERTIFIED,2016Q3,1.0,25500.0,25500.0,4,3363
01041,CERTIFIED,2017Q1,01041,CERTIFIED,2017Q1,1.0,20145.0,20145.0,6,3363
01041,CERTIFIED,2017Q2,01041,CERTIFIED,2017Q2,5.0,112320.0,22464.0,5,3363
01043,CERTIFIED,2015Q1,01043,CERTIFIED,2015Q1,1.0,41600.0,41600.0,4,6111
01043,CERTIFIED,2015Q2,01043,CERTIFIED,2015Q2,1.0,47798.0,47798.0,6,3363
01043,CERTIFIED,2015Q3,01043,CERTIFIED,2015Q3,1.0,60008.0,60008.0,6,3334
01043,CERTIFIED,2015Q4,01043,CERTIFIED,2015Q4,1.0,38210.0,38210.0,7,3327
01043,CERTIFIED,2017Q2,01043,CERTIFIED,2017Q2,2.0,55501.0,27750.0,5,5413
01043,CERTIFIED,2017Q3,01043,CERTIFIED,2017Q3,1.0,30000.0,30000.0,6,3363
01045,CERTIFIED,2015Q4,01045,CERTIFIED,2015Q4,1.0,42016.0,42016.0,6,3345
01045,CERTIFIED,2017Q2,01045,CERTIFIED,2017Q2,1.0,75000.0,75000.0,6,5511
01045,CERTIFIED,2018Q1,01045,CERTIFIED,2018Q1,1.0,29532.0,29532.0,6,7221
01047,CERTIFIED,2015Q2,01047,CERTIFIED,2015Q2,1.0,56000.0,56000.0,6,6213
01047,CERTIFIED,2016Q2,01047,CERTIFIED,2016Q2,1.0,29250.0,29250.0,7,6211
01047,CERTIFIED,2016Q4,01047,CERTIFIED,2016Q4,2.0,483274.0,241637.0,6,6211
01047,CERTIFIED,2017Q2,01047,CERTIFIED,2017Q2,1.0,20000.0,20000.0,6,3363
01051,CERTIFIED,2015Q1,01051,CERTIFIED,2015Q1,3.0,170352.0,56784.0,7,6113
01051,CERTIFIED,2015Q2,01051,CERTIFIED,2015Q2,9.0,439407.0,48823.0,5,3363
01051,CERTIFIED,2016Q2,01051,CERTIFIED,2016Q2,6.0,276000.0,46000.0,6,3363
01051,CERTIFIED,2016Q3,01051,CERTIFIED,2016Q3,2.0,78301.0,39150.0,6,3363
01051,CERTIFIED,2017Q1,01051,CERTIFIED,2017Q1,3.0,84051.0,42025.0,6,6113
01051,CERTIFIED,2017Q2,01051,CERTIFIED,2017Q2,9.0,357867.0,39763.0,5,3363
01051,CERTIFIED,2017Q3,01051,CERTIFIED,2017Q3,2.0,76731.0,38365.0,5,5613
01051,CERTIFIED,2018Q1,01051,CERTIFIED,2018Q1,1.0,59051.0,59051.0,6,6113
01051,DENIED,2016Q3,01051,DENIED,2016Q3,1.0,53081.0,53081.0,1,3365
01051,DENIED,2017Q1,01051,DENIED,2017Q1,2.0,59051.0,59051.0,2,6113
01051,DENIED,2018Q1,01051,DENIED,2018Q1,1.0,59051.0,59051.0,1,6113
01051,WITHDRAWN,2015Q2,01051,WITHDRAWN,2015Q2,1.0,51542.0,51542.0,0,3363
01051,WITHDRAWN,2017Q2,01051,WITHDRAWN,2017Q2,1.0,17149.0,17149.0,3,5613
01055,CERT-WITHD,2015Q3,01055,CERT-WITHD,2015Q3,1.0,65500.0,65500.0,1107,3363
01055,CERTIFIED,2015Q2,01055,CERTIFIED,2015Q2,2.0,108331.0,54165.0,6,3363
01055,CERTIFIED,2015Q3,01055,CERTIFIED,2015Q3,3.0,1280000.0,426666.0,4,6221
01055,CERTIFIED,2015Q4,01055,CERTIFIED,2015Q4,1.0,156060.0,156060.0,6,6211
01055,CERTIFIED,2016Q1,01055,CERTIFIED,2016Q1,1.0,182500.0,182500.0,6,6211
01055,CERTIFIED,2016Q2,01055,CERTIFIED,2016Q2,1.0,160000.0,160000.0,6,6211
01055,CERTIFIED,2016Q3,01055,CERTIFIED,2016Q3,2.0,417500.0,208750.0,6,6221
01055,CERTIFIED,2016Q4,01055,CERTIFIED,2016Q4,1.0,117500.0,117500.0,8,6221
01055,CERTIFIED,2017Q2,01055,CERTIFIED,2017Q2,1.0,94134.0,94134.0,6,6211
01055,CERTIFIED,2017Q3,01055,CERTIFIED,2017Q3,1.0,117500.0,117500.0,6,6221
01055,CERTIFIED,2017Q4,01055,CERTIFIED,2017Q4,1.0,93756.0,93756.0,4,6211
01055,WITHDRAWN,2016Q3,01055,WITHDRAWN,2016Q3,1.0,300000.0,300000.0,0,6211
01059,CERTIFIED,2018Q1,01059,CERTIFIED,2018Q1,1.0,52520.0,52520.0,6,6216
01069,CERT-WITHD,2017Q3,01069,CERT-WITHD,2017Q3,3.0,403800.0,134600.0,5,6211
01069,CERTIFIED,2015Q1,01069,CERTIFIED,2015Q1,1.0,85000.0,85000.0,7,6211
01069,CERTIFIED,2015Q2,01069,CERTIFIED,2015Q2,24.0,2022200.0,84258.0,6,6211
01069,CERTIFIED,2015Q3,01069,CERTIFIED,2015Q3,15.0,3692000.0,246133.0,6,6211
01069,CERTIFIED,2015Q4,01069,CERTIFIED,2015Q4,4.0,904800.0,226200.0,6,6211
01069,CERTIFIED,2016Q2,01069,CERTIFIED,2016Q2,20.0,566433.0,28321.0,6,6211
01069,CERTIFIED,2016Q3,01069,CERTIFIED,2016Q3,1.0,114400.0,114400.0,6,6211
01069,CERTIFIED,2016Q4,01069,CERTIFIED,2016Q4,7.0,391300.0,55900.0,5,6211
01069,CERTIFIED,2017Q2,01069,CERTIFIED,2017Q2,8.0,535700.0,66962.0,5,6211
01069,CERTIFIED,2017Q3,01069,CERTIFIED,2017Q3,5.0,541300.0,108260.0,6,6211
01069,CERTIFIED,2017Q4,01069,CERTIFIED,2017Q4,5.0,496300.0,99260.0,6,6211
01069,CERTIFIED,2018Q1,01069,CERTIFIED,2018Q1,3.0,288800.0,96266.0,6,6211
01069,DENIED,2015Q2,01069,DENIED,2015Q2,1.0,218400.0,218400.0,8,6211
01069,DENIED,2015Q3,01069,DENIED,2015Q3,1.0,218400.0,218400.0,2,6211
01069,WITHDRAWN,2015Q2,01069,WITHDRAWN,2015Q2,1.0,50000.0,50000.0,0,6211
01069,WITHDRAWN,2015Q3,01069,WITHDRAWN,2015Q3,7.0,1612000.0,230285.0,1,6211
01071,CERTIFIED,2015Q3,01071,CERTIFIED,2015Q3,3.0,900000.0,300000.0,4,6211
01071,CERTIFIED,2015Q4,01071,CERTIFIED,2015Q4,2.0,165486.0,82743.0,4,3334
01071,CERTIFIED,2016Q2,01071,CERTIFIED,2016Q2,1.0,19864.0,19864.0,6,4471
01071,CERTIFIED,2017Q2,01071,CERTIFIED,2017Q2,1.0,115000.0,115000.0,6,6211
01073,CERT-WITHD,2015Q1,01073,CERT-WITHD,2015Q1,14.0,1028972.0,73498.0,469,6113
01073,CERT-WITHD,2015Q2,01073,CERT-WITHD,2015Q2,16.0,1905425.0,119089.0,552,6113
01073,CERT-WITHD,2015Q3,01073,CERT-WITHD,2015Q3,20.0,1475138.0,73756.0,476,6113
01073,CERT-WITHD,2015Q4,01073,CERT-WITHD,2015Q4,22.0,2013435.0,91519.0,440,6113
01073,CERT-WITHD,2016Q1,01073,CERT-WITHD,2016Q1,16.0,557230.0,34826.0,6,6113
01073,CERT-WITHD,2016Q2,01073,CERT-WITHD,2016Q2,14.0,511214.0,36515.0,5,6113
01073,CERT-WITHD,2016Q3,01073,CERT-WITHD,2016Q3,19.0,776991.0,40894.0,6,6113
01073,CERT-WITHD,2016Q4,01073,CERT-WITHD,2016Q4,18.0,976147.0,54230.0,6,6113
01073,CERT-WITHD,2017Q1,01073,CERT-WITHD,2017Q1,3.0,158714.0,52904.0,4,6113
01073,CERT-WITHD,2017Q2,01073,CERT-WITHD,2017Q2,1.0,24000.0,24000.0,7,6113
01073,CERT-WITHD,2017Q3,01073,CERT-WITHD,2017Q3,1.0,35000.0,35000.0,4,6117
01073,CERT-WITHD,2017Q4,01073,CERT-WITHD,2017Q4,2.0,128500.0,64250.0,5,5412
01073,CERTIFIED,2015Q1,01073,CERTIFIED,2015Q1,245.0,4345184.0,77592.0,6,5613
01073,CERTIFIED,2015Q2,01073,CERTIFIED,2015Q2,203.0,12526011.0,84067.0,6,6113
01073,CERTIFIED,2015Q3,01073,CERTIFIED,2015Q3,166.0,7522050.0,73029.0,5,6113
01073,CERTIFIED,2015Q4,01073,CERTIFIED,2015Q4,63.0,4827959.0,77870.0,6,6113
01073,CERTIFIED,2016Q1,01073,CERTIFIED,2016Q1,64.0,2347753.0,43476.0,6,6113
01073,CERTIFIED,2016Q2,01073,CERTIFIED,2016Q2,110.0,4401812.0,43582.0,5,6113
01073,CERTIFIED,2016Q3,01073,CERTIFIED,2016Q3,93.0,4875184.0,52421.0,5,6113
01073,CERTIFIED,2016Q4,01073,CERTIFIED,2016Q4,78.0,4312071.0,62493.0,5,6113
01073,CERTIFIED,2017Q1,01073,CERTIFIED,2017Q1,34.0,1557567.0,45810.0,5,6113
01073,CERTIFIED,2017Q2,01073,CERTIFIED,2017Q2,177.0,6285699.0,47618.0,5,6113
01073,CERTIFIED,2017Q3,01073,CERTIFIED,2017Q3,67.0,3561476.0,53156.0,5,6113
01073,CERTIFIED,2017Q4,01073,CERTIFIED,2017Q4,59.0,3474484.0,58889.0,5,6113
01073,CERTIFIED,2018Q1,01073,CERTIFIED,2018Q1,34.0,1544933.0,45439.0,5,6113
01073,DENIED,2015Q1,01073,DENIED,2015Q1,1.0,20800.0,20800.0,6,5418
01073,DENIED,2015Q2,01073,DENIED,2015Q2,8.0,627500.0,78437.0,8,5221
01073,DENIED,2015Q3,01073,DENIED,2015Q3,3.0,335687.0,111895.0,6,6113
01073,DENIED,2015Q4,01073,DENIED,2015Q4,10.0,2077433.0,207743.0,4,6221
01073,DENIED,2016Q1,01073,DENIED,2016Q1,13.0,244155.0,61038.0,6,6113
01073,DENIED,2016Q2,01073,DENIED,2016Q2,12.0,352557.0,44069.0,3,7221
01073,DENIED,2016Q3,01073,DENIED,2016Q3,2.0,90787.0,45393.0,2,6113
01073,DENIED,2016Q4,01073,DENIED,2016Q4,2.0,219088.0,109544.0,2,5221
01073,DENIED,2017Q1,01073,DENIED,2017Q1,1.0,30528.0,30528.0,2,6113
01073,DENIED,2017Q2,01073,DENIED,2017Q2,10.0,555504.0,55550.0,3,6113
01073,DENIED,2017Q3,01073,DENIED,2017Q3,3.0,80272.0,26757.0,6,6113
01073,DENIED,2017Q4,01073,DENIED,2017Q4,3.0,99134.0,33044.0,4,6211
01073,DENIED,2018Q1,01073,DENIED,2018Q1,1.0,18000.0,18000.0,3,6241
01073,WITHDRAWN,2015Q2,01073,WITHDRAWN,2015Q2,4.0,254156.0,63539.0,2,5613
01073,WITHDRAWN,2015Q3,01073,WITHDRAWN,2015Q3,6.0,411840.0,68640.0,0,5613
01073,WITHDRAWN,2015Q4,01073,WITHDRAWN,2015Q4,1.0,90000.0,90000.0,137,5221
01073,WITHDRAWN,2016Q2,01073,WITHDRAWN,2016Q2,1.0,13197.0,13197.0,0,6244
01073,WITHDRAWN,2016Q3,01073,WITHDRAWN,2016Q3,2.0,80000.0,40000.0,0,5415
01073,WITHDRAWN,2017Q2,01073,WITHDRAWN,2017Q2,5.0,389639.0,77927.0,0,6211
01073,WITHDRAWN,2017Q3,01073,WITHDRAWN,2017Q3,9.0,396840.0,44093.0,0,6113
01073,WITHDRAWN,2017Q4,01073,WITHDRAWN,2017Q4,2.0,140000.0,70000.0,3,6211
01073,WITHDRAWN,2018Q1,01073,WITHDRAWN,2018Q1,2.0,53664.0,26832.0,2,6113
01075,CERTIFIED,2015Q2,01075,CERTIFIED,2015Q2,1.0,55814.0,55814.0,7,3314
01075,CERTIFIED,2015Q3,01075,CERTIFIED,2015Q3,1.0,73890.0,73890.0,6,3314
01075,CERTIFIED,2016Q2,01075,CERTIFIED,2016Q2,1.0,62181.0,62181.0,6,3314
01077,CERT-WITHD,2017Q1,01077,CERT-WITHD,2017Q1,1.0,31982.0,31982.0,4,5416
01077,CERTIFIED,2015Q2,01077,CERTIFIED,2015Q2,3.0,120554.0,40184.0,5,4481
01077,CERTIFIED,2015Q3,01077,CERTIFIED,2015Q3,2.0,97542.0,48771.0,6,4239
01077,CERTIFIED,2015Q4,01077,CERTIFIED,2015Q4,2.0,94219.0,47109.0,6,6113
01077,CERTIFIED,2016Q2,01077,CERTIFIED,2016Q2,2.0,105000.0,52500.0,5,3271
01077,CERTIFIED,2016Q3,01077,CERTIFIED,2016Q3,12.0,1416620.0,118051.0,5,6113
01077,CERTIFIED,2017Q1,01077,CERTIFIED,2017Q1,5.0,211082.0,42216.0,5,5419
01077,CERTIFIED,2017Q2,01077,CERTIFIED,2017Q2,7.0,430327.0,61475.0,5,6113
01077,CERTIFIED,2017Q3,01077,CERTIFIED,2017Q3,3.0,105481.0,35160.0,6,6113
01077,CERTIFIED,2017Q4,01077,CERTIFIED,2017Q4,1.0,122293.0,122293.0,6,6211
01077,DENIED,2017Q1,01077,DENIED,2017Q1,1.0,46800.0,46800.0,6,5419
01077,DENIED,2017Q2,01077,DENIED,2017Q2,1.0,30000.0,30000.0,2,2362
01077,WITHDRAWN,2015Q4,01077,WITHDRAWN,2015Q4,1.0,57541.0,57541.0,0,6113
01077,WITHDRAWN,2016Q3,01077,WITHDRAWN,2016Q3,1.0,276097.0,276097.0,0,6211
01079,CERTIFIED,2015Q2,01079,CERTIFIED,2015Q2,2.0,156457.0,78228.0,6,3311
01079,CERTIFIED,2015Q3,01079,CERTIFIED,2015Q3,3.0,274029.0,91343.0,4,3311
01079,CERTIFIED,2016Q2,01079,CERTIFIED,2016Q2,2.0,88400.0,44200.0,5,3311
01079,CERTIFIED,2017Q4,01079,CERTIFIED,2017Q4,1.0,46186.0,46186.0,6,3311
01081,CERT-WITHD,2015Q3,01081,CERT-WITHD,2015Q3,2.0,103500.0,51750.0,89,3363
01081,CERT-WITHD,2016Q2,01081,CERT-WITHD,2016Q2,1.0,27500.0,27500.0,6,3332
01081,CERT-WITHD,2016Q4,01081,CERT-WITHD,2016Q4,1.0,105000.0,105000.0,6,5416
01081,CERT-WITHD,2017Q1,01081,CERT-WITHD,2017Q1,1.0,19978.0,19978.0,6,6113
01081,CERT-WITHD,2017Q2,01081,CERT-WITHD,2017Q2,2.0,62500.0,31250.0,6,6113
01081,CERT-WITHD,2017Q3,01081,CERT-WITHD,2017Q3,2.0,70350.0,35175.0,6,3363
01081,CERT-WITHD,2017Q4,01081,CERT-WITHD,2017Q4,9.0,307545.0,34171.0,5,3363
01081,CERT-WITHD,2018Q1,01081,CERT-WITHD,2018Q1,2.0,50127.0,25063.0,6,3363
01081,CERTIFIED,2015Q1,01081,CERTIFIED,2015Q1,11.0,655918.0,59628.0,5,6113
01081,CERTIFIED,2015Q2,01081,CERTIFIED,2015Q2,70.0,3747428.0,55109.0,5,3363
01081,CERTIFIED,2015Q3,01081,CERTIFIED,2015Q3,26.0,1696759.0,65259.0,5,6113
01081,CERTIFIED,2015Q4,01081,CERTIFIED,2015Q4,10.0,651360.0,65136.0,6,3363
01081,CERTIFIED,2016Q1,01081,CERTIFIED,2016Q1,7.0,244936.0,34990.0,6,6113
01081,CERTIFIED,2016Q2,01081,CERTIFIED,2016Q2,51.0,2026885.0,41365.0,5,3363
01081,CERTIFIED,2016Q3,01081,CERTIFIED,2016Q3,36.0,1615219.0,47506.0,5,6113
01081,CERTIFIED,2016Q4,01081,CERTIFIED,2016Q4,24.0,1168912.0,48704.0,5,6113
01081,CERTIFIED,2017Q1,01081,CERTIFIED,2017Q1,8.0,246667.0,30833.0,5,6113
01081,CERTIFIED,2017Q2,01081,CERTIFIED,2017Q2,74.0,3108815.0,42011.0,5,3363
01081,CERTIFIED,2017Q3,01081,CERTIFIED,2017Q3,16.0,666246.0,41640.0,5,6113
01081,CERTIFIED,2017Q4,01081,CERTIFIED,2017Q4,16.0,630205.0,39387.0,6,6113
01081,CERTIFIED,2018Q1,01081,CERTIFIED,2018Q1,18.0,663816.0,36878.0,5,6113
01081,DENIED,2015Q2,01081,DENIED,2015Q2,2.0,100000.0,50000.0,9,3363
01081,DENIED,2015Q3,01081,DENIED,2015Q3,2.0,101342.0,50671.0,4,6113
01081,DENIED,2015Q4,01081,DENIED,2015Q4,1.0,52500.0,52500.0,5,3363
01081,DENIED,2016Q3,01081,DENIED,2016Q3,2.0,136500.0,68250.0,2,6113
01081,DENIED,2017Q2,01081,DENIED,2017Q2,1.0,56000.0,56000.0,7,3363
01081,WITHDRAWN,2015Q2,01081,WITHDRAWN,2015Q2,6.0,266800.0,44466.0,0,3363
01081,WITHDRAWN,2015Q3,01081,WITHDRAWN,2015Q3,2.0,84160.0,42080.0,1,3363
01081,WITHDRAWN,2015Q4,01081,WITHDRAWN,2015Q4,1.0,54000.0,54000.0,1,5415
01081,WITHDRAWN,2016Q2,01081,WITHDRAWN,2016Q2,5.0,156500.0,31300.0,1,6113
01081,WITHDRAWN,2016Q3,01081,WITHDRAWN,2016Q3,3.0,163000.0,54333.0,2,6113
01081,WITHDRAWN,2016Q4,01081,WITHDRAWN,2016Q4,1.0,105000.0,105000.0,0,5416
01081,WITHDRAWN,2017Q2,01081,WITHDRAWN,2017Q2,6.0,195805.0,32634.0,3,3363
01081,WITHDRAWN,2017Q3,01081,WITHDRAWN,2017Q3,4.0,122163.0,30540.0,0,3363
01083,CERT-WITHD,2015Q3,01083,CERT-WITHD,2015Q3,1.0,85624.0,85624.0,687,3363
01083,CERT-WITHD,2016Q4,01083,CERT-WITHD,2016Q4,1.0,39050.0,39050.0,6,3363
01083,CERTIFIED,2015Q1,01083,CERTIFIED,2015Q1,1.0,99840.0,99840.0,6,5413
01083,CERTIFIED,2015Q2,01083,CERTIFIED,2015Q2,5.0,494126.0,98825.0,6,5413
01083,CERTIFIED,2015Q3,01083,CERTIFIED,2015Q3,2.0,163100.0,81550.0,5,3363
01083,CERTIFIED,2015Q4,01083,CERTIFIED,2015Q4,3.0,248242.0,82747.0,6,3327
01083,CERTIFIED,2016Q2,01083,CERTIFIED,2016Q2,5.0,220889.0,44177.0,5,5415
01083,CERTIFIED,2016Q3,01083,CERTIFIED,2016Q3,3.0,182240.0,60746.0,6,5419
01083,CERTIFIED,2016Q4,01083,CERTIFIED,2016Q4,1.0,100000.0,100000.0,6,6221
01083,CERTIFIED,2017Q1,01083,CERTIFIED,2017Q1,1.0,54075.0,54075.0,6,5415
01083,CERTIFIED,2017Q2,01083,CERTIFIED,2017Q2,1.0,29500.0,29500.0,4,3399
01083,CERTIFIED,2017Q4,01083,CERTIFIED,2017Q4,2.0,157832.0,78916.0,6,6221
01087,CERT-WITHD,2015Q1,01087,CERT-WITHD,2015Q1,1.0,50502.0,50502.0,591,3363
01087,CERT-WITHD,2016Q1,01087,CERT-WITHD,2016Q1,1.0,43888.0,43888.0,6,3363
01087,CERT-WITHD,2016Q4,01087,CERT-WITHD,2016Q4,1.0,58708.0,58708.0,6,3399
01087,CERTIFIED,2015Q1,01087,CERTIFIED,2015Q1,3.0,171580.0,57193.0,6,6113
